DescricaoObraServico,CodigoObraServico,NumeroContrato,NomeOrgao,CidadeSedeOrgao,TipoSituacaoObra,AndamentoObraServico,NomeCredor,TipoIntervencao,TipoSetorBeneficiario,TipoRegimeExecução,TipoObraServico,TipoAcaoEngenharia,TipoCategoriaObraServico,Latitude,Longitude,CidadeObra,Populacao,CodigoIBGE,DataColeta,ValorOriginalContrato,AnoInicioObra,ValorMedicoes,ValorReajustes,ValorAditado,ValorTotalContrato,DiasAditados,DiasParalisados,DiasOriginaisContrato,ValorSuprimido
"EXECUÇÃO DE LIGAÇÕES CONVENCIONAIS DE RAMAIS DE ESGOTO, COM EXTENSÕES DE REDE ATÉ 100,00 METROS DE COMPRIMENTO, POR SOLICITAÇÃO DE CLIENTES EM DIVERSOS LOGRADOUROS, INCLUINDO O FORNECIMENTO DE MATERIAL, NA ÁREA DE ABRANGÊNCIA DA GERÊNCIA DE OPERAÇÃO E MANUTENÇÃO DE ÁGUA E ESGOTOS NATAL SUL – GMS/SMN, EM NATAL/RN, CONFORME ORDEM DE LICITAÇÃO Nº 0188 – S/2016 – DO E PROCESSO LICITATÓRIO Nº 0004/2017 – CONCORRÊNCIA NACIONAL.",008.018.2021,17.01343,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,"AJF INCORPORAÇÃO, CONSTRUÇÃO LOCAÇÃO LTDA",AMPLIAÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,REDE COLETORA DE ESGOTO,OBRA,SANEAMENTO BÁSICO,-5.80903,-35.20356,NATAL,803739,2408102,2021-07-30 10:33:33,924973.71,2017,0,0,1017471.08,1942444.79,268,0,365,0
IMPLANTAÇÃO DE PAVIMENTAÇÃO A PARALELEPÍPEDO EM DIVERSAS RUAS DO MUNICÍPIO DE PORTALEGRE/RN.,442.003.2021,0105/17                       ,PREFEITURA MUNICIPAL DE PORTALEGRE,PORTALEGRE,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA DANTAS LTDA,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.02591,-37.98491,PORTALEGRE,7320,2410207,2021-07-30 10:33:33,473249.32,2017,0,0,0,473249.32,0,0,364,0
CONTRATO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DOS SERVIÇOS DE MANUTENÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DAS CIDADES PERTENCENTES A REGIONAL DO MATO GRANDE – RMG.,008.028.2021,17.01499,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,AÇÃO CONSTRUÇÃO E TERRAPLENAGEM EIRELI - EPP,MANUTENÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-5.85327,-35.33361,NATAL,803739,2407104,2021-07-30 10:33:33,279596.01,2017,0,0,0,279596.01,364,0,365,0
IMPLANTAÇÃO DE PAVIMENTAÇÃO A PARALELEPÍPEDO EM DIVERSAS RUAS DO MUNICÍPIO DE PORTALEGRE/RN.,442.004.2021,0106/17                       ,PREFEITURA MUNICIPAL DE PORTALEGRE,PORTALEGRE,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA DANTAS LTDA,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.02044,-37.98705,PORTALEGRE,7320,2410207,2021-07-30 10:33:33,214399.2,2017,0,0,0,214399.2,0,0,364,0
CONSTRUÇÃO DA ESCOLA MUN. FILOMENA SAMPAIO DE SOUZA,442.016.2021,0114/17                       ,PREFEITURA MUNICIPAL DE PORTALEGRE,PORTALEGRE,CADASTRADA,NÃO REGISTRADO,MESQUITA LOPES ENGENHARIA LTDA,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-6.02876,-37.98813,PORTALEGRE,7320,2410207,2021-07-30 10:33:33,1651915.22,2017,0,0,0,1651915.22,0,0,364,0
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA/ARQUITETURA PARA EXECUÇÃO DE SERVIÇO, COM FORNECIMENTO DE MATERIAL, RELATIVOS À MANUTENÇÃO PREVENTIVA E CORRETIVA EM QUADROS DE COMANDO, BOMBAS, MOTORES E TRANSFORMADORES NOS SISTEMAS DE PRODUÇÃO E DISTRIBUIÇÃO DE ÁGUA DA REGIONAL SERTÃO CENTRAL CABUGI - RSC.",008.026.2021,17.02100,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,ELETROBIRA COMERCIO & SERVIÇOS LTDA - ME,MANUTENÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-5.46157,-36.91997,NATAL,803739,2400208,2021-07-30 10:33:33,138356.93,2017,0,0,0,138356.93,364,0,365,0
RETOMADA DE OBRA REFERENTE A 1ª ETAPA DA CONSTRUÇÃO DO CAMPO,388.001.2021,020606,PREFEITURA MUNICIPAL DE ITAJÁ,ITAJÁ,INICIADA,NÃO REGISTRADO,CONSTRUTORA NOVA GERAÇÃO LTDA EPP,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,CAMPO DE FUTEBOL,OBRA,ESPORTE E LAZER,-5.66236,-36.87441,ITAJÁ,6932,2404853,2021-07-30 10:33:33,236321.35,2017,0,0,0,236321.35,1361,0,45,0
CONCLUSÃO DA OBRA DE CONSTRUÇÃO DE UM CENTRO DE EDUCAÇÃO INFANTIL PADRÃO PRÓ-INFÂNCIA – TIPO “C”,400.006.2021,042,PREFEITURA MUNICIPAL DE JUCURUTU,JUCURUTU,CADASTRADA,NÃO REGISTRADO,"GTA CONSTRUÇÕES LTDA,",OUTROS,OUTRO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-6.03124,-37.00985,JUCURUTU,17692,2406106,2021-07-30 10:33:33,507526.59,2018,0,0,0,507526.59,480,0,214,0
EXECUÇÃO DE OBRAS DE COMPLEMENTAÇÃO NO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DE ASSU/RN.,008.016.2021,00560,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,HL ENGENHARIA LTDA,AMPLIAÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.55158,-36.91171,NATAL,803739,2400208,2021-07-30 10:33:33,9202387.68,2018,0,0,0,9202387.68,152,0,244,0
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇO DE PAVIMENTAÇÃO E ASFALTO NOS LOGRADOUROS DE PARNAMIRIM/RN,008.027.2021,00689,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,"PELICANO COMÉRCIO, CONSTRUÇÕES E SERVIÇOS LTDA - ME",MANUTENÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,REPOSIÇÃO ASFÁLTICA,OBRA,ESTRADAS E RODOVIAS,-5.88328,-35.23432,NATAL,803739,2403251,2021-07-30 10:33:33,753294.45,2018,0,0,1577172.59,2330467.04,1338,0,365,0
CONCLUSÃO DE UMA QUADRA DE ESPORTE COBERTA COM VESTUÁRIO PADRÃO FNDE,377.006.2021,20180033,PREFEITURA MUNICIPAL DE FELIPE GUERRA,FELIPE GUERRA,CADASTRADA,NÃO REGISTRADO,ANDRADE E REIS ENGENHARIA E PROJETOS LTDA.,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,QUADRA DE ESPORTE,OBRA,ESPORTE E LAZER,-5.59851,-37.69851,FELIPE GUERRA,5734,2403707,2021-07-30 10:33:33,241995.3,2018,0,0,0,241995.3,939,0,119,0
AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA DA CIDADE DE PENDÊNCIAS/RN,008.015.2021,00977,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA GALVÃO MARINHO LTDA,AMPLIAÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ABASTECIMENTO D’ÁGUA,OBRA,SANEAMENTO BÁSICO,-5.26085,-36.71516,NATAL,803739,2409902,2021-07-30 10:33:33,1797300.22,2018,0,0,0,1797300.22,457,0,153,0
"EXECUÇÃO DOS SERVIÇOS, COM FORNECIMENTO DE MATERIAL, RELATIVOS À MANUTENÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DA ZONA NORTE DE NATAL/RN",008.020.2021,01029,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,CONARTE PROJETOS E CONSTRUÇÕES E SERVIÇOS LTDA-EPP,MANUTENÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-5.76401,-35.25463,NATAL,803739,2408102,2021-07-30 10:33:33,927210.77,2018,0,0,1099393.81,2026604.58,364,0,365,0
"OBRAS E SERVIÇOS DE ENGENHARIA NAS BACIAS 1, 2 E 3 DO SISTEMA DE ESGOTAMENTO SANITÁRIO DE MACAÍBA/RN",008.013.2021,01386,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,CERTA CONSTRUES CIV,AMPLIAÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.85669,-35.34738,NATAL,803739,2407104,2021-07-30 10:33:33,6070419.87,2018,0,0,0,6070419.87,423,0,427,0
"OBRAS E SERVIÇOS DE ENGENHARIA NAS BACIAS 1, 2 E 3 DO SISTEMA DE ESGOTAMENTO SANITÁRIO DE MACAÍBA/RN",008.013.2021,01386,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,NÃO REGISTRADO,CERTA CONSTRUES CIV,AMPLIAÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.85607,-35.34824,NATAL,803739,2407104,2021-07-30 10:33:33,6070419.87,2018,0,0,0,6070419.87,423,0,427,0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAR A PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, COLETA E TRASNPORTE DE RESIDUOS SOLIDOS URBANOS SEDE E ADJACÊNCIAS DO MUNICIPIO DE SERRA CAIADA/RN",457.008.2021,020,PREFEITURA MUNICIPAL DE SERRA CAIADA,SERRA CAIADA,CADASTRADA,NÃO REGISTRADO,UG MEDEIROS CONSTRUCOES E SERVICOS EIRELI -EPP,CONSERVAÇÃO,LIMPEZA PÚBLICA,EXECUÇÃO INDIRETA,CONSERVAÇÃO (LIMPEZA URBANA),SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.10543,-35.71086,SERRA CAIADA,8768,2410306,2021-07-30 10:33:33,503852.48,2018,0,0,0,503852.48,366,0,243,0
CONSTRUÇÃO DE UM PÓRTICO NO MUNICIPIO DE CARNAÚBA DOS DANTAS,360.004.2021,029,PREFEITURA MUNICIPAL DE CARNAÚBA DOS DANTAS,CARNAÚBA DOS DANTAS,CADASTRADA,NÃO REGISTRADO,DANTAS E FIGUEIREDO LTDA ME,CONSTRUÇÃO,TURISMO,EXECUÇÃO INDIRETA,PÓRTICO,OBRA,TURISMO,-6.55801,-36.57982,CARNAÚBA DOS DANTAS,7429,2402402,2021-07-30 10:33:33,222098.02,2018,0,0,0,222098.02,0,0,124,0
"CONTRATAÇÃO DE PESSOA JURÍDICA DO RAMO DA CONSTRUÇÃO CIVIL EM REGIME DE EMPREITADA POR PREÇO GLOBAL, PARA PRESTAÇÃO DOS SERVIÇOS DE MODERNIZAÇÃO DO ESTÁDIO DE FUTEBOL DO MUNICÍPIO DE ALEXANDRIA/RN, ""O FERNANDÃO""",339.005.2021,2017.07.06-0001,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,CADASTRADA,NÃO REGISTRADO,"A & T CONSTRUÇÕES, COMERCIO E SERVIÇOS LTDA - EPP",OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.41771,-38.01556,ALEXANDRIA,13507,2400505,2021-07-30 10:33:33,658752.3,2017,0,0,0,658752.3,364,0,729,0
"URBANIZAÇÃO DA AVENIDA ALMIR FREIRE, NO MUNICÍPIO DE BOM JESUS - RN",351.001.2021,37,PREFEITURA MUNICIPAL DE BOM JESUS,BOM JESUS,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,"AGIL CONSTRUCOES, COMERCIO E SERVICOS EIRELI - ME",OUTROS,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.98226,-35.58084,BOM JESUS,9440,2401701,2021-07-30 10:33:33,322891.06,2018,121102.72,0,0,322891.06,0,0,364,0
CONTRATAÇÃO DE PESSOA JURÍDICA DO RAMO PARA EXECUÇÃO DOS SERVIÇOS/OBRAS DE CONSTRUÇÃO PELO MÉTODO CONVENCIONAL DE 01(UMA) CRECHE PROINFÂNCIA DO TIPO 1,339.003.2021,2018.09.06-0001,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,INICIADA,NÃO REGISTRADO,F A CONSTRUCOES E COMERCIO LTDA – EPP,OUTROS,OUTRO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-6.40384,-38.00912,ALEXANDRIA,13507,2400505,2021-07-30 10:33:33,2275440.74,2018,0,0,0,2275440.74,0,0,730,0
CONSTRUÇÃO E REFORMA DE MATA-BURRO NA ZONA RURAL DO MUNICÍPIO DE JARDIM DO SERIDÓ/RN,399.005.2021,051,PREFEITURA MUNICIPAL DE JARDIM DO SERIDÓ,JARDIM DO SERIDÓ,CADASTRADA,NÃO REGISTRADO,YNNOVE CONSTRUÇÕES LTDA – ME,REFORMA E AMPLIAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.59965,-36.76263,JARDIM DO SERIDÓ,12113,2405702,2021-07-30 10:33:33,178308.03,2018,0,0,0,178308.03,1147,0,149,0
"REFORMA E MANUTENÇÃO DA UNIDADE BÁSICA DE SAÚDE SINHARINHA BORGES, LOCALIZADA NA RUA RIACHUELO, S/N, BAIRRO BOM JARDIM, MOSSORÓ/RN",418.003.2021,365,PREFEITURA MUNICIPAL DE MOSSORÓ,MOSSORÓ,CADASTRADA,NÃO REGISTRADO,ANDRADE E REIS ENGENHARIA E PROJETOS LTDA.,REFORMA,SAÚDE,EXECUÇÃO INDIRETA,UBS,OBRA,SAÚDE,-5.17003,-37.33387,MOSSORÓ,259815,2408003,2021-07-30 10:33:33,68353.97,2018,0,0,0,68353.97,1097,0,365,0
"REFORMA E MANUTENÇÃO DA UNIDADE BÁSICA DE SAÚDE CHICO PORTO LOCALIZADA NA AVENIDA MOTA NETO, BAIRRO OURO NEGRO, MOSSORÓ/RN",418.002.2021,367,PREFEITURA MUNICIPAL DE MOSSORÓ,MOSSORÓ,CADASTRADA,NÃO REGISTRADO,ANDRADE E REIS ENGENHARIA E PROJETOS LTDA.,REFORMA,SAÚDE,EXECUÇÃO INDIRETA,UBS,OBRA,SAÚDE,-5.18498,-37.36669,MOSSORÓ,259815,2408003,2021-07-30 10:33:33,72202.4,2018,0,0,0,72202.4,1097,0,365,0
"REFORMA E MANUTENÇÃO DA UNIDADE BÁSICA DE SAÚDE CHICO PORTO, LOCALIZADA NA AVENIDA MOTA NETO, S / N - BAIRRO OURO NEGRO, MOSSORÓ / RN",418.001.2021,367,PREFEITURA MUNICIPAL DE MOSSORÓ,MOSSORÓ,CADASTRADA,NÃO REGISTRADO,ANDRADE E REIS ENGENHARIA E PROJETOS LTDA.,REFORMA,SAÚDE,EXECUÇÃO INDIRETA,UBS,OBRA,SAÚDE,-5.18519,-37.36672,MOSSORÓ,259815,2408003,2021-07-30 10:33:33,72202.4,2018,0,0,0,72202.4,1097,0,365,0
EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO A PARALELEPÍPEDO PELO MÉTODO CONVENCIONAL DA AVENIDA LOURIVAL,377.007.2021,198,PREFEITURA MUNICIPAL DE FELIPE GUERRA,FELIPE GUERRA,CADASTRADA,NÃO REGISTRADO,"VITA CONSTRUCOES, SERVIÇOS E LIMPEZA EIRELI -EPP",CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.59575,-37.69516,FELIPE GUERRA,5734,2403707,2021-07-30 10:33:33,307000.44,2018,0,0,0,307000.44,180,0,89,0
PAVIMENTAÇÃO A PARALELEPIPEDO PELO METODO CONVENCIONAL DE DIVERSAS RUAS EM DIVERSOS BAIRROS DA ZONA RURAL,464.010.2021,423,PREFEITURA MUNICIPAL DE SÃO GONÇALO DO AMARANTE,SÃO GONÇALO DO AMARANTE,INICIADA,DE ACORDO COM O CRONOGRAMA,CONSTRUTORA ASSU EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-5.73731,-35.36877,SÃO GONÇALO DO AMARANTE,87668,2412005,2021-07-30 10:33:33,1233667.04,2018,47630.25,0,1528002.91,2761669.95,1359,0,273,0
PAVIMENTAÇÃO EM PARALELEPÍPEDO E CONSTRUÇÃO DE CALÇADAS EM DIVERSAS RUAS NA COMUNIDADE DE MANGABEIRA - MACAÍBA/RN,1246.007.2021,151,SECRETARIA MUNICIPAL DE INFRAESTRUTURA DE MACAÍBA,MACAÍBA,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA NOVA GERAÇÃO LTDA EPP,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.85109,-35.31499,MACAÍBA,69467,2407104,2021-07-30 10:33:33,864170.81,2016,0,0,0,864170.81,1242,0,239,0
SERVIÇO DE PAVIMENTAÇÃO EM PARALELEPÍPEDO REJUNTADO COM BETUME E PEDRISCO E CONSTRUÇÃO DE CALÇADAS NA AVENIDA SÃO LUIS - VILAR NO MUNICÍPIO DE MACAÍBA/RN,1246.010.2021,135,SECRETARIA MUNICIPAL DE INFRAESTRUTURA DE MACAÍBA,MACAÍBA,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,CONSTRUTORA NOVA GERAÇÃO LTDA EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.87017,-35.32571,MACAÍBA,69467,2407104,2021-07-30 10:33:33,1358138.53,2018,1315707.36,0,0,1358138.53,478,0,299,0
PAVIMENTAÇÃO EM PARALELEPÍPEDO E CONSTRUÇÃO DE CALÇADAS NA RUA ANTÔNIO MACIEL - TRECHO 02 - MANGABEIRA - MACAÍBA/RN,1246.003.2021,136,SECRETARIA MUNICIPAL DE INFRAESTRUTURA DE MACAÍBA,MACAÍBA,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA NOVA GERAÇÃO LTDA EPP,CONSTRUÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.85943,-35.30362,MACAÍBA,69467,2407104,2021-07-30 10:33:33,237502.8,2018,0,0,0,237502.8,478,0,299,0
PAVIMENTAÇÃO EM PARALELEPÍPEDO E CONSTRUÇÃO DE CALÇADAS NA RUA ANTÔNIO MACIEL - TRECHO 01 - MANGABEIRA - MACAÍBA/RN,1246.004.2021,147,SECRETARIA MUNICIPAL DE INFRAESTRUTURA DE MACAÍBA,MACAÍBA,CADASTRADA,NÃO REGISTRADO,CONSTRUTORA PASSOS LTDA,PAVIMENTAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.8569,-35.3044,MACAÍBA,69467,2407104,2021-07-30 10:33:33,481073.5,2018,0,0,0,481073.5,505,0,299,0
"REFORMA DAS PRAÇAS DA JUVENTUDE E DA SAUDADE LOCALIZADAS NA ZONA URBANA NESTE MUNICÍPIO DE LUCRÉCIA/RN, CONFORME PROJETO",409.010.2021,20180125,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,"A & T CONSTRUÇÕES, COMERCIO E SERVIÇOS LTDA - EPP",CONSERVAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.1195,-37.81575,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,226349.16,2018,0,0,0,226349.16,0,0,46,0
"REFORMA DAS PRAÇAS DA JUVENTUDE E DA SAUDADE LOCALIZADAS NA ZONA URBANA NESTE MUNICÍPIO DE LUCRÉCIA/RN, CONFORME PROJETO",409.010.2021,20180125,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,NÃO REGISTRADO,"A & T CONSTRUÇÕES, COMERCIO E SERVIÇOS LTDA - EPP",CONSERVAÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,REPARAÇÃO,SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-6.11473,-37.8131,LUCRÉCIA,3633,2406908,2021-07-30 10:33:33,226349.16,2018,0,0,0,226349.16,0,0,46,0
CONSTRUÇÃO DO FÓRUM DA COMARCA DE PAU DOS FERROS,535.002.2021,58,TRIBUNAL DE JUSTIÇA,NATAL,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,COPAGEL EMPREENDIMENTOS LTDA – EPP,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.14576,-38.20375,NATAL,803739,2409407,2021-07-30 10:33:33,7530655,2018,531271.14,28479.33,0,7530655,179,0,731,0
"CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA PARA AMPLIAÇÃO E MANUTENÇÃO DA INFRAESTRUTURA DA ESCOLA MUNICIPAL VEREADOR JOÃO MEDEIROS LOPES, LOCALIZADA NA RUA MANOEL FIGUEIREDO, Nº 1024 NO MUNICÍPIO DE ITAJÁ/RN, COM O FORNECIMENTO DE MÃO-DE OBRA, CONFORME MEMORIAL DESCRITIVO E ORÇAMENTO, OS QUAIS SE ENCONTRAM EM ANEXO.",388.015.2021,012611,PREFEITURA MUNICIPAL DE ITAJÁ,ITAJÁ,CADASTRADA,NÃO REGISTRADO,PROSERN COMERCIO E EMPREENDIMENTOS LTDA - ME,REFORMA E AMPLIAÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-5.65418,-36.86934,ITAJÁ,6932,2404853,2021-07-30 10:33:33,248379.91,2018,0,0,0,248379.91,1480,0,120,0
EXECUÇÃO DE OBRAS PARA IMPLANTAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA NA ZONA RURAL DO MUNICÍPIO DE SÃO JOÃO DO SABUGI/RN.,468.005.2021,014,PREFEITURA MUNICIPAL DE SÃO JOÃO DO SABUGI,SÃO JOÃO DO SABUGI,CADASTRADA,NÃO REGISTRADO,PACTUAL CONSTRUÇÕES LTDA EPP,CONSTRUÇÃO,AGRICULTURA,EXECUÇÃO INDIRETA,SISTEMA DE ABASTECIMENTO D’ÁGUA,OBRA,SANEAMENTO BÁSICO,-6.63272,-37.23241,SÃO JOÃO DO SABUGI,5922,2412104,2021-07-30 10:33:33,1119947.4,2018,0,0,0,1119947.4,0,0,90,0
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE OBRAS DE ENGENHARIA PARA CONCLUSÃO DO REMANESCENTE PELO METODO CONVENCIONAL DE 01 (UMA) CRECHE PROINFÂNCIA TIPO B,491.003.2021,006,PREFEITURA MUNICIPAL DE TENENTE LAURENTINO CRUZ,TENENTE LAURENTINO CRUZ,CADASTRADA,NÃO REGISTRADO,JUDSON G. DA SILVA SERVIÇOS E CONSTRUÇÕES EIRELLI- ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-6.14663,-36.71928,TENENTE LAURENTINO CRUZ,5406,2414159,2021-07-30 10:33:33,896140.96,2018,0,0,0,896140.96,111,0,365,0
"CONSTRUÇÃO DE UMA CRECHE PADRÃO TIPO B - FNDE/MEC, NO MUNICIPIO DE TENENTE LAURENTINO CRUZ/RN.",491.001.2021,006,PREFEITURA MUNICIPAL DE TENENTE LAURENTINO CRUZ,TENENTE LAURENTINO CRUZ,CADASTRADA,NÃO REGISTRADO,JUDSON G. DA SILVA SERVIÇOS E CONSTRUÇÕES EIRELLI- ME,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-6.14667,-36.7188,TENENTE LAURENTINO CRUZ,5406,2414159,2021-07-30 10:33:33,896140.96,2018,0,0,0,896140.96,111,0,365,0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA REFORMA E AMPLIAÇÃO DO HOSPITAL DO MUNICÍPIO DE RODOLFO FERNANDES-RN.,792.001.2021,2018.12.20-0001,FUNDO DE SAÚDE DE RODOLFO FERNANDES,RODOLFO FERNANDES,CADASTRADA,NÃO REGISTRADO,ACL CONSTRUÇÕES EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-5.78885,-38.05971,RODOLFO FERNANDES,4418,2411007,2021-07-30 10:33:33,620699.88,2018,0,0,56566.91,677266.79,744,0,923,0
